year,January 2d,January 3d,January 22d,January 23d,February 2d,February 3d,February 22d,February 23d,March 2d,March 3d,March 22d,March 23d,April 2d,April 3d,April 22d,April 23d,May 2d,May 3d,May 22d,May 23d,June 2d,June 3d,June 22d,June 23d,July 2d,July 3d,July 22d,July 23d,August 2d,August 3d,August 22d,August 23d,September 2d,September 3d,September 22d,September 23d,October 2d,October 3d,October 22d,October 23d,November 2d,November 3d,November 22d,November 23d,December 2d,December 3d,December 22d,December 23d
1964,3.907160817107069e-09,3.581564156363015e-09,2.2791772913421937e-09,5.535144786961155e-09,3.581564156363015e-09,3.581564156363015e-09,3.581564156363015e-09,3.907160817107069e-09,9.116709165368775e-09,8.791111838490906e-09,5.209547904172496e-09,5.535144786961155e-09,8.791111838490906e-09,1.1721482451321208e-08,2.2791772913421937e-09,8.791111838490906e-09,7.814321634214139e-09,9.767902042767673e-09,4.232757699895728e-09,4.883951021383837e-09,5.535144786961155e-09,8.139918961092008e-09,4.5583545826843874e-09,5.209547904172496e-09,7.16312831272603e-09,1.3023869982475844e-08,9.442305604068224e-09,5.209547904172496e-09,2.604773952086248e-09,5.535144786961155e-09,2.930370612830302e-09,3.255967495618961e-09,1.6279837478094805e-09,7.48872519551469e-09,3.581564156363015e-09,3.581564156363015e-09,2.604773952086248e-09,4.232757699895728e-09,6.51193488021562e-10,1.6279837478094805e-09,2.930370612830302e-09,7.48872519551469e-09,3.255967495618961e-09,2.930370612830302e-09,4.5583545826843874e-09,5.209547904172496e-09,4.5583545826843874e-09,9.767902042767673e-10
1965,6.94134794088086e-09,5.78445691346019e-09,4.33834257407284e-09,2.313782720975155e-09,6.07367978133766e-09,3.181451324607565e-09,4.62756544195031e-09,4.04911970619537e-09,1.388269588176172e-08,1.446114161751666e-08,5.49523404558272e-09,7.5197936766358e-09,6.07367978133766e-09,9.25513088390062e-09,4.91678830982778e-09,7.23057080875833e-09,1.04120223554105e-08,1.214735956267532e-08,5.20601117770525e-09,8.67668514814568e-09,6.94134794088086e-09,1.012279948753303e-08,6.07367978133766e-09,7.23057080875833e-09,1.388269588176172e-08,1.04120223554105e-08,1.33042510341852e-08,8.09823941239074e-09,6.94134794088086e-09,4.91678830982778e-09,4.33834257407284e-09,4.91678830982778e-09,7.23057080875833e-09,4.62756544195031e-09,2.892228456730095e-09,5.49523404558272e-09,7.23057080875833e-09,8.67668514814568e-09,3.181451324607565e-09,6.36290264921513e-09,7.5197936766358e-09,8.67668514814568e-09,3.181451324607565e-09,2.892228456730095e-09,5.49523404558272e-09,6.36290264921513e-09,6.6521255170926e-09,4.04911970619537e-09
1966,9.362417507929877e-09,9.913148524276494e-09,5.231939326222346e-09,8.811687379761679e-09,5.231939326222346e-09,9.087052887934988e-09,8.811687379761679e-09,6.3334004707371605e-09,1.707264374317674e-08,2.2304583069399087e-08,5.507304834395654e-09,7.710226235246864e-09,1.4594356834152222e-08,1.6246548995013654e-08,6.3334004707371605e-09,1.2391435433301012e-08,1.0739244160618e-08,1.6246548995013654e-08,1.1565339796959506e-08,7.4348611711627655e-09,1.294216556146921e-08,1.1289974288786198e-08,1.1289974288786198e-08,7.4348611711627655e-09,1.3217531069642519e-08,1.2666800941474321e-08,6.608765534821259e-09,8.53632187158837e-09,1.1014609668791309e-08,1.3217531069642519e-08,6.058034962563852e-09,4.956574262138247e-09,6.608765534821259e-09,6.058034962563852e-09,3.855113117623432e-09,4.4058436898808395e-09,8.260957251593481e-09,8.811687379761679e-09,6.608765534821259e-09,6.058034962563852e-09,4.130478625796741e-09,8.53632187158837e-09,7.159496107078667e-09,4.130478625796741e-09,1.2666800941474321e-08,7.710226235246864e-09,6.3334004707371605e-09,7.4348611711627655e-09
1967,3.132042181164252e-09,7.569101789783872e-09,2.349031635873189e-09,2.871038740082099e-09,8.352112779164145e-09,8.091109116037387e-09,9.135123768544418e-09,5.220070597999893e-09,1.3572183377164038e-08,1.774824021083532e-08,1.4877200804619406e-08,8.87412010541766e-09,1.331117971403728e-08,1.905325675011227e-08,1.566021090582126e-08,9.396126543492755e-09,1.4616197141492648e-08,1.670422555832829e-08,1.1484154960328397e-08,9.135123768544418e-09,1.7226232884581805e-08,1.9314260413239026e-08,9.657130206619513e-09,1.1223151297201639e-08,1.7487236547708562e-08,2.1924295268149763e-08,9.657130206619513e-09,1.2006162286581912e-08,8.352112779164145e-09,8.352112779164145e-09,7.308098570746324e-09,1.0701144859126543e-08,8.091109116037387e-09,1.2528168724657007e-08,4.959066934873135e-09,1.0179137532873028e-08,7.83010545291063e-09,1.0440141195999786e-08,5.742077480164198e-09,9.657130206619513e-09,9.396126543492755e-09,9.91813386974627e-09,5.220070597999893e-09,6.003081143290956e-09,7.569101789783872e-09,6.786091688582019e-09,4.176056389582072e-09,8.613116442290902e-09
1968,1.0346719925280468e-08,1.0587340781853527e-08,6.2561560376650505e-09,7.2186416844033374e-09,1.0346719925280468e-08,7.459262540976397e-09,4.571806488939956e-09,5.774912992251302e-09,1.275293293190316e-08,2.1174681563707054e-08,9.38423383445297e-09,1.1068583383178066e-08,1.588101206095871e-08,1.4918525081952794e-08,1.6602875518856308e-08,1.2271690330578622e-08,1.3234176421406119e-08,1.275293293190316e-08,1.2512312075330101e-08,1.7324738976753906e-08,1.275293293190316e-08,1.299355467665464e-08,1.636225377410483e-08,1.4437283368806675e-08,1.8046604211008344e-08,1.3956039879303717e-08,6.49677733832732e-09,8.421748631803894e-09,1.1068583383178066e-08,1.275293293190316e-08,1.0827962526605006e-08,6.49677733832732e-09,6.978019939651858e-09,1.299355467665464e-08,5.053049090264494e-09,8.662369488376953e-09,9.86547643577751e-09,7.2186416844033374e-09,6.2561560376650505e-09,8.181126887052415e-09,7.699884285727876e-09,9.62485557920445e-09,9.143612977879911e-09,6.978019939651858e-09,1.299355467665464e-08,8.902991233128432e-09,4.571806488939956e-09,1.0827962526605006e-08
1969,9.686126567487463e-09,8.23320700504837e-09,6.538135366440656e-09,8.23320700504837e-09,9.201819750614959e-09,1.1381198206095178e-08,1.0170432496181547e-08,5.81167558522111e-09,1.8887947206280842e-08,2.324670234088444e-08,8.475360857573833e-09,1.3802729625922439e-08,1.985655906366901e-08,1.4771342371489027e-08,1.4771342371489027e-08,1.4771342371489027e-08,1.646641401009674e-08,1.743502764384175e-08,9.928279531834505e-09,1.1381198206095178e-08,2.0340864992363095e-08,1.8161486536882876e-08,1.4529189407141985e-08,1.5497802152708573e-08,2.3731010045935363e-08,1.7919333572535834e-08,1.5497802152708573e-08,1.7919333572535834e-08,1.525564918836153e-08,1.4529189407141985e-08,1.40448834784479e-08,9.201819750614959e-09,1.0654739313054051e-08,1.283411776853427e-08,6.053828993657362e-09,7.264594703570992e-09,9.928279531834505e-09,1.0896892277401093e-08,6.780288330787698e-09,1.041258546052859e-08,7.506748112007244e-09,1.3076270732881312e-08,6.780288330787698e-09,9.928279531834505e-09,1.3802729625922439e-08,1.5497802152708573e-08,5.81167558522111e-09,7.02244173922395e-09
1970,1.2149702577346488e-08,7.009443692140849e-09,6.308499500562448e-09,7.009443692140849e-09,1.5654425311595332e-08,1.4018887384281697e-08,1.0514165538211273e-08,6.542147712451651e-09,1.9159147157665757e-08,1.869184984570893e-08,1.285064676892489e-08,1.4486183808060105e-08,1.4719832464038518e-08,1.5888073079395326e-08,1.2616999001124896e-08,1.2616999001124896e-08,1.7056313694752134e-08,1.5654425311595332e-08,1.4018887384281697e-08,1.2383351233324902e-08,1.8458202077908936e-08,1.682266592695214e-08,1.6589016382795307e-08,1.799090654230895e-08,2.5934943082006612e-08,1.9626442693265744e-08,1.1916054809546495e-08,1.8458202077908936e-08,2.126197884422254e-08,1.8458202077908936e-08,1.1448758385768087e-08,9.345924922854465e-09,1.5187127999638506e-08,1.028051777041128e-08,6.074851288673244e-09,5.841203076784041e-09,8.878628499076058e-09,1.5654425311595332e-08,7.71038788371925e-09,7.71038788371925e-09,1.1682406153568081e-08,1.0046869114432866e-08,5.841203076784041e-09,1.2616999001124896e-08,1.1215110617968094e-08,1.1916054809546495e-08,9.579573578832878e-09,9.813221346632872e-09
1971,4.234061545815848e-09,7.762446685433133e-09,3.763610312290666e-09,4.234061545815848e-09,1.0585154086584225e-08,7.762446685433133e-09,4.469287162578439e-09,6.586318157530968e-09,1.3172636315061936e-08,2.2581662761922416e-08,7.997671858106514e-09,7.291995007818741e-09,1.0349928025732424e-08,1.0585154086584225e-08,1.1996507787159771e-08,1.3643087548587118e-08,7.997671858106514e-09,1.4583990015637482e-08,5.410189629628803e-09,8.703349152483497e-09,1.670102101059001e-08,9.644251619533861e-09,9.40902555868206e-09,1.0114702853059043e-08,1.9994180533444705e-08,1.8112373822987138e-08,9.644251619533861e-09,1.1290831380961208e-08,9.644251619533861e-09,1.176128261448639e-08,5.410189629628803e-09,7.291995007818741e-09,8.468123091631696e-09,9.40902555868206e-09,7.05676939105615e-09,7.997671858106514e-09,1.0349928025732424e-08,7.291995007818741e-09,6.821543774293559e-09,7.05676939105615e-09,6.821543774293559e-09,8.703349152483497e-09,5.410189629628803e-09,3.998835929053257e-09,7.291995007818741e-09,7.527220624581332e-09,4.234061545815848e-09,7.527220624581332e-09
1972,5.944195802243257e-09,5.715572903852717e-09,4.115212615118935e-09,6.1728187006337976e-09,3.6579665962932495e-09,6.1728187006337976e-09,4.5724584119000156e-09,3.4293436979027092e-09,1.577498132121491e-08,2.1719175791190537e-08,6.1728187006337976e-09,1.0059408417362192e-08,1.1202522465225684e-08,1.0288030871663523e-08,5.715572903852717e-09,6.1728187006337976e-09,1.508911218195408e-08,1.4860489727652748e-08,9.602162620581112e-09,1.0059408417362192e-08,2.1490553336889207e-08,1.0516654214143273e-08,1.3031505652350006e-08,7.77317943345679e-09,2.7663372037523004e-08,1.508911218195408e-08,7.54455609097704e-09,5.486950005462177e-09,7.087310294195959e-09,1.1888391604486515e-08,5.486950005462177e-09,6.401441599024338e-09,8.68767102701895e-09,8.916293481320281e-09,2.9720979011216286e-09,7.315933192586499e-09,7.54455609097704e-09,9.830785074882442e-09,4.801081310290556e-09,4.115212615118935e-09,8.23042523023787e-09,7.54455609097704e-09,7.315933192586499e-09,4.115212615118935e-09,7.54455609097704e-09,7.54455609097704e-09,3.886589716728395e-09,4.801081310290556e-09
1973,5.407439829241412e-09,5.8776516986824845e-09,3.2914850844889543e-09,2.586166836238135e-09,6.347864012212767e-09,5.17233367247627e-09,4.231909489504915e-09,2.8212729930032765e-09,1.1520197240599828e-08,1.528189486066367e-08,6.5829701689779085e-09,8.698925135774971e-09,9.404242717891975e-09,1.0814879658482823e-08,6.347864012212767e-09,7.053182038418981e-09,9.874455031422258e-09,9.639348874657117e-09,5.642545986006553e-09,4.702121358945988e-09,9.169136561126834e-09,9.404242717891975e-09,5.642545986006553e-09,9.639348874657117e-09,1.034466734495254e-08,1.199040955413011e-08,5.8776516986824845e-09,7.523394351949264e-09,5.642545986006553e-09,7.523394351949264e-09,5.17233367247627e-09,5.407439829241412e-09,5.17233367247627e-09,5.17233367247627e-09,2.586166836238135e-09,3.996803332739773e-09,6.81807632574305e-09,5.642545986006553e-09,7.288288195184123e-09,7.288288195184123e-09,9.639348874657117e-09,7.053182038418981e-09,1.880848587987316e-09,1.880848587987316e-09,9.404242717891975e-09,3.996803332739773e-09,2.351060679472994e-09,6.347864012212767e-09
1974,4.951216769910616e-09,3.536583470520327e-09,3.772355761100243e-09,2.121950171130038e-09,2.3577224617099546e-09,4.00812805168016e-09,3.772355761100243e-09,3.065039111405099e-09,5.658533641650365e-09,1.2260156445620396e-08,3.536583470520327e-09,5.658533641650365e-09,5.658533641650365e-09,8.723572975100069e-09,5.186989060490532e-09,2.8292668208251825e-09,5.658533641650365e-09,1.0845522702140897e-08,4.00812805168016e-09,4.951216769910616e-09,5.422761351070449e-09,1.1081294992720814e-08,6.8373946504607375e-09,6.130078222810198e-09,9.430889846839818e-09,8.252028393940236e-09,5.8943059322302815e-09,5.186989060490532e-09,7.544711522200487e-09,3.065039111405099e-09,5.186989060490532e-09,3.3008111799404105e-09,2.121950171130038e-09,3.536583470520327e-09,3.772355761100243e-09,3.536583470520327e-09,6.601622359880821e-09,4.715444923419909e-09,2.3577224617099546e-09,4.715444923419909e-09,2.593494530245266e-09,3.3008111799404105e-09,2.593494530245266e-09,2.8292668208251825e-09,4.479672632839993e-09,3.3008111799404105e-09,3.065039111405099e-09,3.3008111799404105e-09
1975,4.647385143385918e-09,6.971077937123482e-09,3.2531697335969056e-09,4.647385143385918e-09,3.0208004986320702e-09,5.809231762299305e-09,4.415015908421083e-09,3.485538968561741e-09,8.132924556036869e-09,1.115372505466894e-08,4.647385143385918e-09,8.132924556036869e-09,1.2083201994528281e-08,1.0688985696560849e-08,5.809231762299305e-09,6.971077937123482e-09,1.0456616905685223e-08,9.294770286771836e-09,5.809231762299305e-09,4.8797543783507535e-09,9.759508756701507e-09,1.3012678934387623e-08,8.365293346912495e-09,8.132924556036869e-09,1.2315570785403906e-08,1.0921355375614894e-08,1.0688985696560849e-08,7.668186086107198e-09,9.294770286771836e-09,6.971077937123482e-09,3.0208004986320702e-09,5.57686252733447e-09,4.8797543783507535e-09,8.132924556036869e-09,3.485538968561741e-09,3.7179082035265765e-09,5.57686252733447e-09,5.809231762299305e-09,2.788431263667235e-09,1.6265848667984528e-09,6.971077937123482e-09,6.971077937123482e-09,3.0208004986320702e-09,5.112123613315589e-09,5.112123613315589e-09,4.182646673456247e-09,3.0208004986320702e-09,5.809231762299305e-09
1976,3.3707008295635887e-09,4.269554487734695e-09,2.4718471713924828e-09,3.1459874705319635e-09,2.4718471713924828e-09,2.2471338123608575e-09,4.269554487734695e-09,1.5729937352659817e-09,5.8425482230006764e-09,1.2808663463204084e-08,3.1459874705319635e-09,4.494267624721715e-09,7.190828377190428e-09,5.617834641924446e-09,3.595414188595214e-09,3.820127769671444e-09,5.8425482230006764e-09,5.8425482230006764e-09,2.2471338123608575e-09,6.067261359987697e-09,7.415541958266658e-09,1.0112102266646161e-08,5.168407923861196e-09,5.8425482230006764e-09,1.2583949882127854e-08,1.3258089737178125e-08,3.595414188595214e-09,3.3707008295635887e-09,3.3707008295635887e-09,6.516688078050947e-09,1.5729937352659817e-09,2.696560752468713e-09,4.0448409066584645e-09,3.3707008295635887e-09,2.4718471713924828e-09,4.0448409066584645e-09,4.269554487734695e-09,2.9212741115003382e-09,2.4718471713924828e-09,3.595414188595214e-09,4.494267624721715e-09,4.718981205797945e-09,6.067261359987697e-09,2.9212741115003382e-09,4.0448409066584645e-09,3.820127769671444e-09,3.3707008295635887e-09,2.2471338123608575e-09
1977,4.197821645846034e-09,3.755945776617864e-09,3.314069685345089e-09,4.197821645846034e-09,7.732829487849813e-09,3.535007619959174e-09,2.8721935940723142e-09,3.755945776617864e-09,9.058457095534322e-09,1.4802844283678951e-08,3.093131750731004e-09,7.290953174532433e-09,8.174705357077983e-09,9.500332964762492e-09,8.616581226306153e-09,6.407201436076093e-09,1.0163146768604747e-08,1.4360968414450781e-08,9.500332964762492e-09,6.186263501462008e-09,1.1046898507061087e-08,9.942208833990662e-09,3.976883711231949e-09,6.628139370690178e-09,8.837519160920237e-09,1.1267836441675172e-08,8.837519160920237e-09,7.511891553235728e-09,5.965325566847923e-09,5.965325566847923e-09,2.4303177248441443e-09,7.290953174532433e-09,6.628139370690178e-09,5.965325566847923e-09,4.197821645846034e-09,6.186263501462008e-09,3.314069685345089e-09,5.081573384302374e-09,5.7443871881446285e-09,4.418759580460119e-09,8.174705357077983e-09,3.976883711231949e-09,2.2093797902300594e-09,1.9884418556159744e-09,5.5234492535305435e-09,4.418759580460119e-09,3.535007619959174e-09,3.535007619959174e-09
1978,3.2743170397253607e-09,3.71089270423397e-09,2.182878100498442e-09,2.6194535429624466e-09,4.365756200996884e-09,2.6194535429624466e-09,3.929180536488275e-09,1.528014603735528e-09,5.675482750433503e-09,1.2660692938482043e-08,3.056029207471056e-09,4.802331865505494e-09,8.513224791784069e-09,4.802331865505494e-09,3.4926048719796654e-09,7.85836107297655e-09,3.929180536488275e-09,6.112058414942112e-09,3.929180536488275e-09,6.330346469241022e-09,4.802331865505494e-09,5.020619475715193e-09,4.365756200996884e-09,4.802331865505494e-09,8.29493629339595e-09,8.949800012203468e-09,4.147468146697975e-09,6.766922133749631e-09,4.365756200996884e-09,5.893770804732412e-09,2.401165932752747e-09,2.182878100498442e-09,4.365756200996884e-09,4.147468146697975e-09,3.929180536488275e-09,2.6194535429624466e-09,6.548634079450721e-09,5.675482750433503e-09,3.056029207471056e-09,3.929180536488275e-09,6.766922133749631e-09,3.929180536488275e-09,2.401165932752747e-09,2.401165932752747e-09,4.584043811206584e-09,2.401165932752747e-09,3.71089270423397e-09,1.091439050249221e-09
1979,1.472880262198828e-09,1.683291728227232e-09,1.683291728227232e-09,1.472880262198828e-09,1.05205733014202e-09,6.31234398085212e-10,1.472880262198828e-09,1.262468796170424e-09,3.997818076584281e-09,6.943578156892727e-09,1.472880262198828e-09,2.735349058369252e-09,3.366583456454464e-09,3.997818076584281e-09,2.524937592340848e-09,2.314526126312444e-09,3.576994922482868e-09,2.314526126312444e-09,2.945760524397656e-09,2.524937592340848e-09,5.891521048795312e-09,4.418640564551879e-09,4.839463940697897e-09,1.893703194255636e-09,4.418640564551879e-09,2.524937592340848e-09,1.683291728227232e-09,3.576994922482868e-09,2.945760524397656e-09,2.10411466028404e-09,2.735349058369252e-09,2.314526126312444e-09,1.893703194255636e-09,3.787406388511272e-09,8.41645864113616e-10,1.05205733014202e-09,3.997818076584281e-09,3.15617199042606e-09,2.524937592340848e-09,2.524937592340848e-09,2.735349058369252e-09,2.735349058369252e-09,1.472880262198828e-09,8.41645864113616e-10,2.524937592340848e-09,2.524937592340848e-09,4.20822932056808e-10,2.314526126312444e-09
1980,2.065708937237787e-09,2.685421662818044e-09,1.4459963226798322e-09,1.0328544686188934e-09,1.6525671941991504e-09,1.239425451160514e-09,3.305134388398301e-09,1.0328544686188934e-09,4.131417874475574e-09,8.262835748951147e-09,2.065708937237787e-09,3.5117053709399215e-09,3.5117053709399215e-09,6.610268776796602e-09,1.4459963226798322e-09,6.403698016299586e-09,3.5117053709399215e-09,1.4459963004753718e-08,1.6525671941991504e-09,1.0328544686188934e-09,3.305134388398301e-09,5.370843325636088e-09,3.5117053709399215e-09,2.065708937237787e-09,4.131417874475574e-09,3.7182761314369372e-09,3.305134388398301e-09,4.957701804642056e-09,2.2722799197794075e-09,2.478850902321028e-09,2.2722799197794075e-09,2.685421662818044e-09,4.544559839558815e-09,3.0985634058566802e-09,2.685421662818044e-09,3.0985634058566802e-09,1.4459963226798322e-09,8.262835970995752e-10,2.065708937237787e-09,3.0985634058566802e-09,2.065708937237787e-09,2.478850902321028e-09,4.131417874475574e-09,3.0985634058566802e-09,2.685421662818044e-09,1.239425451160514e-09,2.065708937237787e-09,2.065708937237787e-09
1981,2.0578903026091666e-09,4.115780494196031e-10,2.469468185495316e-09,1.4405231452130351e-09,1.6463121976784123e-09,2.469468185495316e-09,1.8521012501437895e-09,2.469468185495316e-09,3.704202500287579e-09,6.585248790713649e-09,2.469468185495316e-09,1.234734092747658e-09,3.2926243953568246e-09,4.321569324616803e-09,1.8521012501437895e-09,3.4984133367998993e-09,3.2926243953568246e-09,4.938936370990632e-09,3.08683545391375e-09,4.527358488104483e-09,4.321569324616803e-09,4.938936370990632e-09,2.6752573489829956e-09,3.4984133367998993e-09,4.938936370990632e-09,3.2926243953568246e-09,2.2636792440522413e-09,1.0289451513045833e-09,2.8810462904260703e-09,3.08683545391375e-09,1.0289451513045833e-09,8.231560988392062e-10,1.234734092747658e-09,2.2636792440522413e-09,1.8521012501437895e-09,8.231560988392062e-10,1.234734092747658e-09,2.0578903026091666e-09,2.2636792440522413e-09,2.0578903026091666e-09,3.2926243953568246e-09,2.6752573489829956e-09,1.6463121976784123e-09,2.0578903026091666e-09,1.4405231452130351e-09,2.0578903026091666e-09,2.469468185495316e-09,2.2636792440522413e-09
1982,9.840296355534406e-10,1.9680593266180324e-10,1.1808356514819707e-09,1.3776415563881983e-09,1.1808356514819707e-09,7.87223730647213e-10,1.1808356514819707e-09,1.7712533662006535e-09,2.3616713029639413e-09,1.0233908831480676e-08,3.542506732401307e-09,2.9520890176826242e-09,7.47862571870428e-09,5.510566225552793e-09,4.329730352026218e-09,5.116954415740338e-09,5.313760098601961e-09,1.0233908831480676e-08,4.132924669164595e-09,5.116954415740338e-09,8.26584933832919e-09,6.297789845177704e-09,9.446685211855765e-09,6.691401654990159e-09,7.675430957476692e-09,4.132924669164595e-09,6.100983718226871e-09,5.116954415740338e-09,1.968059271106881e-09,3.148894922588852e-09,1.1808356514819707e-09,1.574447461294426e-09,7.87223730647213e-10,1.574447461294426e-09,1.1808356514819707e-09,1.968059271106881e-09,1.3776415563881983e-09,9.840296355534406e-10,5.904178257409853e-10,1.7712533662006535e-09,1.1808356514819707e-09,9.840296355534406e-10,1.9680593266180324e-10,1.574447461294426e-09,1.968059271106881e-09,2.7552831127763966e-09,2.3616713029639413e-09,4.920148288789505e-09
1983,1.3374278351463431e-09,9.553056123934311e-10,1.3374278351463431e-09,0.0,3.0569780040679007e-09,3.0569780040679007e-09,3.821222449573725e-09,5.731833896405192e-10,2.8659168371802934e-09,5.15865039574237e-09,3.821222449573725e-09,2.483794725449684e-09,6.496078341911016e-09,2.2927335585620767e-09,1.9106112247868623e-09,1.9106112247868623e-09,6.87820067568623e-09,4.776528061967156e-09,5.15865039574237e-09,2.1016723916744695e-09,3.248039170955508e-09,7.260322565372235e-09,3.439100337843115e-09,2.8659168371802934e-09,7.451383510215237e-09,4.203344783348939e-09,4.394405728191941e-09,4.776528061967156e-09,1.7195501689215575e-09,1.7195501689215575e-09,1.9106112247868623e-09,1.7195501689215575e-09,2.6748556702926862e-09,4.776528061967156e-09,5.731833896405192e-10,1.5284890020339503e-09,1.3374278351463431e-09,1.1463667792810384e-09,1.5284890020339503e-09,1.3374278351463431e-09,1.3374278351463431e-09,2.1016723916744695e-09,1.1463667792810384e-09,5.731833896405192e-10,1.1463667792810384e-09,1.3374278351463431e-09,7.642445010169752e-10,9.553056123934311e-10
1984,2.3310544605692485e-09,1.4344950782785304e-09,4.303485123813289e-09,3.406925852544873e-09,1.7931188756037386e-09,3.048302055219665e-09,3.5862377512074772e-09,1.7931188756037386e-09,2.3310544605692485e-09,5.5586686364961224e-09,1.7931188756037386e-09,4.303485123813289e-09,8.248346894390579e-09,3.227613953882269e-09,2.1517425619066444e-09,3.406925852544873e-09,6.09660411043933e-09,6.455227907764538e-09,3.5862377512074772e-09,3.406925852544873e-09,3.5862377512074772e-09,4.482797244520498e-09,3.227613953882269e-09,3.406925852544873e-09,5.020732718463705e-09,4.482797244520498e-09,3.765549649870081e-09,3.048302055219665e-09,2.868990156557061e-09,2.6896782578944567e-09,1.9724306632440403e-09,4.662108921138497e-09,3.406925852544873e-09,2.868990156557061e-09,1.2551831796159263e-09,1.6138069769411345e-09,2.5103663592318526e-09,2.3310544605692485e-09,2.1517425619066444e-09,1.9724306632440403e-09,2.868990156557061e-09,1.4344950782785304e-09,1.0758712809533222e-09,3.048302055219665e-09,1.6138069769411345e-09,3.048302055219665e-09,1.7931188756037386e-09,1.9724306632440403e-09
1985,2.0860075888862184e-09,1.3906716889167114e-09,3.4766792222917786e-10,1.2168377416799103e-09,1.5645056361535126e-09,2.781343377833423e-09,2.259841425100717e-09,1.5645056361535126e-09,1.7383395833903137e-09,3.3028453305661287e-09,1.3906716889167114e-09,1.0430037944431092e-09,2.9551774360925265e-09,2.259841425100717e-09,1.2168377416799103e-09,1.3906716889167114e-09,3.82434706125423e-09,4.867350966719641e-09,2.4336754833598206e-09,2.6075093195743193e-09,1.912173530627115e-09,1.7383395833903137e-09,2.259841425100717e-09,3.4766792222917786e-10,2.9551774360925265e-09,3.998180897468728e-09,2.259841425100717e-09,2.781343377833423e-09,3.3028453305661287e-09,2.259841425100717e-09,1.2168377416799103e-09,1.0430037944431092e-09,6.953358444583557e-10,2.4336754833598206e-09,6.953358444583557e-10,3.4766792222917786e-10,1.0430037944431092e-09,1.0430037944431092e-09,6.953358444583557e-10,6.953358444583557e-10,2.0860075888862184e-09,1.2168377416799103e-09,1.0430037944431092e-09,8.691697916951568e-10,1.3906716889167114e-09,5.215018972215546e-10,1.7383396111458893e-10,1.5645056361535126e-09
1986,1.1499614593901697e-09,4.928406016624365e-10,1.314241604433164e-09,9.85681203324873e-10,6.57120802216582e-10,1.642802005541455e-10,1.1499614593901697e-09,1.642802005541455e-10,3.449884156125904e-09,4.764125982603673e-09,8.214010027707275e-10,1.314241604433164e-09,3.28560401108291e-09,3.1213238660399156e-09,9.85681203324873e-10,2.13564255169274e-09,2.628483208866328e-09,2.2999229187803394e-09,2.4642030638233337e-09,2.792763353909322e-09,1.8070822616067517e-09,2.792763353909322e-09,1.1499614593901697e-09,1.8070822616067517e-09,3.942724813299492e-09,4.107004958342486e-09,2.13564255169274e-09,1.8070822616067517e-09,1.642802005541455e-09,3.6141645232135033e-09,1.971362406649746e-09,1.8070822616067517e-09,9.85681203324873e-10,1.642802005541455e-09,1.4785217494761582e-09,4.928406016624365e-10,1.1499614593901697e-09,2.2999229187803394e-09,1.642802005541455e-09,1.314241604433164e-09,1.314241604433164e-09,1.314241604433164e-09,1.642802005541455e-09,6.57120802216582e-10,1.4785217494761582e-09,1.642802005541455e-10,9.85681203324873e-10,9.85681203324873e-10
1987,6.573764199657717e-09,2.2446999814462743e-09,8.016786123832276e-10,2.4050357261273803e-09,4.3290642182114425e-09,3.3670499721694114e-09,3.3670499721694114e-09,1.9240284920840622e-09,4.6497357075736545e-09,8.658128436422885e-09,2.0843642367651682e-09,3.0463787048518043e-09,8.337456947060673e-09,5.9324216650225026e-09,1.9240284920840622e-09,3.3670499721694114e-09,9.780478649190627e-09,1.2826857798131641e-08,5.9324216650225026e-09,7.215107178382141e-09,8.016785457698461e-09,9.940814393871733e-09,3.8480569841681245e-09,5.2910786862980785e-09,1.7476592617526876e-08,1.2345850564088323e-08,1.3147528399315433e-08,5.2910786862980785e-09,4.1687284735303365e-09,5.2910786862980785e-09,2.5653714708084863e-09,5.9324216650225026e-09,4.8100714522547605e-09,4.4893999628925485e-09,2.2446999814462743e-09,1.9240284920840622e-09,4.3290642182114425e-09,4.4893999628925485e-09,1.2826857354042431e-09,9.620142460420311e-10,3.0463787048518043e-09,1.6033572247664551e-09,2.5653714708084863e-09,1.9240284920840622e-09,4.1687284735303365e-09,1.9240284920840622e-09,1.4430214800853491e-09,4.6497357075736545e-09
1988,1.8448185201691558e-09,2.4597579528773394e-09,1.3836138901268669e-09,1.6910836064809587e-09,2.613492755543234e-09,2.613492755543234e-09,1.2298789764386697e-09,1.8448185201691558e-09,4.458311497756995e-09,7.994213291340202e-09,1.3836138901268669e-09,2.7672277802537337e-09,5.9956599685051515e-09,2.9209625829196284e-09,2.152288125500945e-09,3.074697385585523e-09,4.30457625100189e-09,5.5344555605074675e-09,3.3821672129619174e-09,2.7672277802537337e-09,4.919515905754679e-09,6.61059962325794e-09,3.6896370403383116e-09,3.074697385585523e-09,5.841925165839257e-09,6.61059962325794e-09,2.9209625829196284e-09,2.7672277802537337e-09,1.9985533228350505e-09,3.535902015627812e-09,1.6910836064809587e-09,3.535902015627812e-09,2.4597579528773394e-09,2.9209625829196284e-09,1.0761440627504726e-09,2.152288125500945e-09,2.4597579528773394e-09,2.7672277802537337e-09,1.3836138901268669e-09,1.2298789764386697e-09,1.3836138901268669e-09,1.3836138901268669e-09,9.224092600845779e-10,1.0761440627504726e-09,2.7672277802537337e-09,2.3060231502114448e-09,2.152288125500945e-09,2.152288125500945e-09
